,acousticness,album_uri,analysis_url,artist,available_markets,danceability,disc_number,duration_ms_x,duration_ms_y,energy,explicit,href,id,instrumentalness,is_local,key,liveness,loudness,mode,name,popularity,preview_url,release_date,speechiness,tempo,time_signature,track_number,uri,valence
122,0.00154,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/6AvBxS29mpIdukuFL39kPv,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.705,1,217567,217567,0.829,False,https://api.spotify.com/v1/tracks/6AvBxS29mpIdukuFL39kPv,6AvBxS29mpIdukuFL39kPv,0.853,False,7,0.462,-6.105,1,Shake It Off - Karaoke Version,29,,2014-10-27,0.0977,160.029,4,6,spotify:track:6AvBxS29mpIdukuFL39kPv,0.831
123,0.000811,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/418dZ8dPteirOiYfi0w3L3,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.591,1,204915,204916,0.944,False,https://api.spotify.com/v1/tracks/418dZ8dPteirOiYfi0w3L3,418dZ8dPteirOiYfi0w3L3,0.512,False,0,0.135,-6.179,1,I Wish You Would - Karaoke Version,26,,2014-10-27,0.0432,117.991,4,7,spotify:track:418dZ8dPteirOiYfi0w3L3,0.185
124,0.0399,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/3Zz5J04kABi2pKz7mYcfam,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.66,1,209842,209842,0.838,False,https://api.spotify.com/v1/tracks/3Zz5J04kABi2pKz7mYcfam,3Zz5J04kABi2pKz7mYcfam,0.00186,False,7,0.238,-6.765,1,Bad Blood - Karaoke Version,27,,2014-10-27,0.103,170.003,4,8,spotify:track:3Zz5J04kABi2pKz7mYcfam,0.165
125,0.0909,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/5FCcUrEs7JSCV04xZY5E4w,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.544,1,218705,218706,0.586,False,https://api.spotify.com/v1/tracks/5FCcUrEs7JSCV04xZY5E4w,5FCcUrEs7JSCV04xZY5E4w,0.818,False,8,0.139,-10.553,1,Wildest Dreams - Karaoke Version,28,,2014-10-27,0.0348,140.09,4,9,spotify:track:5FCcUrEs7JSCV04xZY5E4w,0.441
126,0.000133,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/0uSkOsErHLlmVIkpc1cHPJ,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.731,1,245420,245420,0.624,False,https://api.spotify.com/v1/tracks/0uSkOsErHLlmVIkpc1cHPJ,0uSkOsErHLlmVIkpc1cHPJ,0.829,False,5,0.0811,-7.092,1,How You Get The Girl - Karaoke Version,26,,2014-10-27,0.0457,120.012,4,10,spotify:track:0uSkOsErHLlmVIkpc1cHPJ,0.467
127,0.669,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/42IrembeHubsvI5SCmeEMG,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.482,1,247166,247167,0.397,False,https://api.spotify.com/v1/tracks/42IrembeHubsvI5SCmeEMG,42IrembeHubsvI5SCmeEMG,0.833,False,4,0.0899,-10.138,1,This Love - Karaoke Version,26,,2014-10-27,0.0285,143.962,4,11,spotify:track:42IrembeHubsvI5SCmeEMG,0.064
128,0.0112,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/4u0DU5yp7yqIGhf80PVzCQ,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.64,1,193811,193811,0.713,False,https://api.spotify.com/v1/tracks/4u0DU5yp7yqIGhf80PVzCQ,4u0DU5yp7yqIGhf80PVzCQ,0.0126,False,0,0.64,-6.634,1,I Know Places - Karaoke Version,26,,2014-10-27,0.0606,80.014,4,12,spotify:track:4u0DU5yp7yqIGhf80PVzCQ,0.413
129,0.241,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/0EHV9Foajwx2MZA1cd8EwQ,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.856,1,269207,269207,0.371,False,https://api.spotify.com/v1/tracks/0EHV9Foajwx2MZA1cd8EwQ,0EHV9Foajwx2MZA1cd8EwQ,0.819,False,4,0.111,-9.921,1,Clean - Karaoke Version,26,,2014-10-27,0.0425,103.999,4,13,spotify:track:0EHV9Foajwx2MZA1cd8EwQ,0.384
130,0.00557,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/3FvHwNhscNaP8iPYpQoGci,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.464,1,242409,242409,0.561,False,https://api.spotify.com/v1/tracks/3FvHwNhscNaP8iPYpQoGci,3FvHwNhscNaP8iPYpQoGci,0.6,False,8,0.108,-6.741,1,Wonderland - Karaoke Version,25,,2014-10-27,0.0314,184.048,4,14,spotify:track:3FvHwNhscNaP8iPYpQoGci,0.09
131,0.806,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/01turCkbNHYDWQt3fk1Me3,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.448,1,266003,266003,0.424,False,https://api.spotify.com/v1/tracks/01turCkbNHYDWQt3fk1Me3,01turCkbNHYDWQt3fk1Me3,0.781,False,9,0.0946,-12.148,1,You Are In Love - Karaoke Version,24,,2014-10-27,0.038,84.923,4,15,spotify:track:01turCkbNHYDWQt3fk1Me3,0.209
132,0.000636,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/5ihlUOmR9y2dW70Lq0z1UY,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.61,1,227743,227744,0.95,False,https://api.spotify.com/v1/tracks/5ihlUOmR9y2dW70Lq0z1UY,5ihlUOmR9y2dW70Lq0z1UY,0.304,False,5,0.273,-4.936,1,New Romantics - Karaoke Version,26,,2014-10-27,0.047,121.995,4,16,spotify:track:5ihlUOmR9y2dW70Lq0z1UY,0.588
133,0.0543,spotify:album:02H4kc9YLgorpUIREOwa0q,https://api.spotify.com/v1/audio-analysis/2i54CJa3pEfUjTRhAU7y6R,Taylor Swift,"['CA', 'US']",0.823,1,210453,210453,0.656,False,https://api.spotify.com/v1/tracks/2i54CJa3pEfUjTRhAU7y6R,2i54CJa3pEfUjTRhAU7y6R,0.315,False,7,0.359,-5.811,1,Welcome To New York - Karaoke Version,19,,2014-10-27,0.0451,117.015,4,1,spotify:track:2i54CJa3pEfUjTRhAU7y6R,0.4
134,0.0558,spotify:album:02H4kc9YLgorpUIREOwa0q,https://api.spotify.com/v1/audio-analysis/0U3H1C9aasrSUBugEOfh1r,Taylor Swift,"['CA', 'US']",0.606,1,228826,228827,0.706,False,https://api.spotify.com/v1/tracks/0U3H1C9aasrSUBugEOfh1r,0U3H1C9aasrSUBugEOfh1r,0.00684,False,5,0.0966,-4.658,1,Blank Space - Karaoke Version,25,,2014-10-27,0.0529,191.963,4,2,spotify:track:0U3H1C9aasrSUBugEOfh1r,0.589
135,0.000637,spotify:album:02H4kc9YLgorpUIREOwa0q,https://api.spotify.com/v1/audio-analysis/63wH4MVqn36YQkwN2lai6y,Taylor Swift,"['CA', 'US']",0.567,1,230533,230533,0.851,False,https://api.spotify.com/v1/tracks/63wH4MVqn36YQkwN2lai6y,63wH4MVqn36YQkwN2lai6y,0.896,False,2,0.102,-5.656,1,Style - Karaoke Version,19,,2014-10-27,0.0306,94.997,4,3,spotify:track:63wH4MVqn36YQkwN2lai6y,0.439
136,2.8e-05,spotify:album:02H4kc9YLgorpUIREOwa0q,https://api.spotify.com/v1/audio-analysis/7x86Zn0YFrNyKQ9O7um0v2,Taylor Swift,"['CA', 'US']",0.473,1,233826,233827,0.921,False,https://api.spotify.com/v1/tracks/7x86Zn0YFrNyKQ9O7um0v2,7x86Zn0YFrNyKQ9O7um0v2,0.801,False,7,0.406,-6.107,1,Out Of The Woods - Karaoke Version,18,,2014-10-27,0.0411,92.012,4,4,spotify:track:7x86Zn0YFrNyKQ9O7um0v2,0.0669
137,0.000217,spotify:album:02H4kc9YLgorpUIREOwa0q,https://api.spotify.com/v1/audio-analysis/6AQbsCRdpQ4U8YaH9ySvzP,Taylor Swift,"['CA', 'US']",0.626,1,191813,191813,0.728,False,https://api.spotify.com/v1/tracks/6AQbsCRdpQ4U8YaH9ySvzP,6AQbsCRdpQ4U8YaH9ySvzP,0.019,False,0,0.239,-5.954,1,All You Had To Do Was Stay - Karaoke Version,16,,2014-10-27,0.0343,96.995,4,5,spotify:track:6AQbsCRdpQ4U8YaH9ySvzP,0.57
138,0.00173,spotify:album:02H4kc9YLgorpUIREOwa0q,https://api.spotify.com/v1/audio-analysis/2w7UyGCxnZmBXrx9A5MjTs,Taylor Swift,"['CA', 'US']",0.709,1,217800,217800,0.837,False,https://api.spotify.com/v1/tracks/2w7UyGCxnZmBXrx9A5MjTs,2w7UyGCxnZmBXrx9A5MjTs,0.852,False,7,0.549,-5.682,1,Shake It Off - Karaoke Version,19,,2014-10-27,0.104,159.967,4,6,spotify:track:2w7UyGCxnZmBXrx9A5MjTs,0.773
139,0.000887,spotify:album:02H4kc9YLgorpUIREOwa0q,https://api.spotify.com/v1/audio-analysis/6Bq4W1CV7IqqZ4Dm2WVG5w,Taylor Swift,"['CA', 'US']",0.594,1,205133,205133,0.942,False,https://api.spotify.com/v1/tracks/6Bq4W1CV7IqqZ4Dm2WVG5w,6Bq4W1CV7IqqZ4Dm2WVG5w,0.41,False,0,0.214,-5.738,1,I Wish You Would - Karaoke Version,15,,2014-10-27,0.0431,117.976,4,7,spotify:track:6Bq4W1CV7IqqZ4Dm2WVG5w,0.249
140,0.0385,spotify:album:02H4kc9YLgorpUIREOwa0q,https://api.spotify.com/v1/audio-analysis/2fkN3ago8ded5UG0LqHKB5,Taylor Swift,"['CA', 'US']",0.668,1,210080,210080,0.842,False,https://api.spotify.com/v1/tracks/2fkN3ago8ded5UG0LqHKB5,2fkN3ago8ded5UG0LqHKB5,0.00277,False,7,0.198,-6.352,1,Bad Blood - Karaoke Version,18,,2014-10-27,0.0866,170.057,4,8,spotify:track:2fkN3ago8ded5UG0LqHKB5,0.212
141,0.0873,spotify:album:02H4kc9YLgorpUIREOwa0q,https://api.spotify.com/v1/audio-analysis/66LjSOIkrnVlVbNaeJhyUF,Taylor Swift,"['CA', 'US']",0.54,1,218920,218920,0.6,False,https://api.spotify.com/v1/tracks/66LjSOIkrnVlVbNaeJhyUF,66LjSOIkrnVlVbNaeJhyUF,0.88,False,8,0.134,-10.145,1,Wildest Dreams - Karaoke Version,19,,2014-10-27,0.0368,140.046,4,9,spotify:track:66LjSOIkrnVlVbNaeJhyUF,0.391
142,0.000252,spotify:album:02H4kc9YLgorpUIREOwa0q,https://api.spotify.com/v1/audio-analysis/1h4lAVDzDt8oQY2yHTEdRx,Taylor Swift,"['CA', 'US']",0.743,1,245653,245653,0.64,False,https://api.spotify.com/v1/tracks/1h4lAVDzDt8oQY2yHTEdRx,1h4lAVDzDt8oQY2yHTEdRx,0.838,False,5,0.0824,-6.709,1,How You Get The Girl - Karaoke Version,15,,2014-10-27,0.0487,119.98,4,10,spotify:track:1h4lAVDzDt8oQY2yHTEdRx,0.463
143,0.683,spotify:album:02H4kc9YLgorpUIREOwa0q,https://api.spotify.com/v1/audio-analysis/7bbhFp3V4bZct8vpSCIrR8,Taylor Swift,"['CA', 'US']",0.485,1,247386,247387,0.397,False,https://api.spotify.com/v1/tracks/7bbhFp3V4bZct8vpSCIrR8,7bbhFp3V4bZct8vpSCIrR8,0.799,False,4,0.0857,-9.802,1,This Love - Karaoke Version,15,,2014-10-27,0.0286,144.057,4,11,spotify:track:7bbhFp3V4bZct8vpSCIrR8,0.0783
144,0.0113,spotify:album:02H4kc9YLgorpUIREOwa0q,https://api.spotify.com/v1/audio-analysis/56dqIqcOU4iuDb8EXpgpv4,Taylor Swift,"['CA', 'US']",0.632,1,194040,194040,0.747,False,https://api.spotify.com/v1/tracks/56dqIqcOU4iuDb8EXpgpv4,56dqIqcOU4iuDb8EXpgpv4,0.0176,False,0,0.561,-6.178,1,I Know Places - Karaoke Version,15,,2014-10-27,0.0617,160.052,4,12,spotify:track:56dqIqcOU4iuDb8EXpgpv4,0.464
145,0.295,spotify:album:02H4kc9YLgorpUIREOwa0q,https://api.spotify.com/v1/audio-analysis/5F2684mgHARE8q5QxYY8RJ,Taylor Swift,"['CA', 'US']",0.857,1,271373,271373,0.374,False,https://api.spotify.com/v1/tracks/5F2684mgHARE8q5QxYY8RJ,5F2684mgHARE8q5QxYY8RJ,0.862,False,4,0.105,-9.609,1,Clean - Karaoke Version,16,,2014-10-27,0.0395,103.989,4,13,spotify:track:5F2684mgHARE8q5QxYY8RJ,0.354
146,0.0348,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/53QJMb83ZdNSXApsEY3zjA,Taylor Swift,['JP'],0.789,1,212600,212600,0.634,False,https://api.spotify.com/v1/tracks/53QJMb83ZdNSXApsEY3zjA,53QJMb83ZdNSXApsEY3zjA,1.64e-06,False,7,0.302,-4.762,1,Welcome To New York,31,,2014-10-27,0.0323,116.992,4,1,spotify:track:53QJMb83ZdNSXApsEY3zjA,0.658
147,0.103,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/3ulIErpIehDSLfmQmUax5g,Taylor Swift,['JP'],0.76,1,231826,231827,0.703,False,https://api.spotify.com/v1/tracks/3ulIErpIehDSLfmQmUax5g,3ulIErpIehDSLfmQmUax5g,0.0,False,5,0.0913,-5.412,1,Blank Space,35,,2014-10-27,0.054,95.997,4,2,spotify:track:3ulIErpIehDSLfmQmUax5g,0.57
148,0.00245,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/4AVUqcPZB0AaRF0tCmyNiI,Taylor Swift,['JP'],0.588,1,231000,231000,0.791,False,https://api.spotify.com/v1/tracks/4AVUqcPZB0AaRF0tCmyNiI,4AVUqcPZB0AaRF0tCmyNiI,0.00258,False,7,0.118,-5.595,1,Style,31,,2014-10-27,0.0402,94.933,4,3,spotify:track:4AVUqcPZB0AaRF0tCmyNiI,0.487
149,0.000743,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/6EXPzO8yKpdZdqxkg7Cj5s,Taylor Swift,['JP'],0.553,1,235800,235800,0.841,False,https://api.spotify.com/v1/tracks/6EXPzO8yKpdZdqxkg7Cj5s,6EXPzO8yKpdZdqxkg7Cj5s,1.19e-05,False,7,0.341,-6.937,1,Out Of The Woods,30,,2014-10-27,0.0396,92.008,4,4,spotify:track:6EXPzO8yKpdZdqxkg7Cj5s,0.338
150,0.00201,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/3OPEx1SY3wkDCKLeQ56tyN,Taylor Swift,['JP'],0.605,1,193293,193293,0.725,False,https://api.spotify.com/v1/tracks/3OPEx1SY3wkDCKLeQ56tyN,3OPEx1SY3wkDCKLeQ56tyN,2.02e-05,False,5,0.101,-5.729,1,All You Had To Do Was Stay,36,,2014-10-27,0.0323,96.97,4,5,spotify:track:3OPEx1SY3wkDCKLeQ56tyN,0.539
151,0.0647,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/7rqMFBawnvxyyj3nA1iaUV,Taylor Swift,['JP'],0.647,1,219200,219200,0.8,False,https://api.spotify.com/v1/tracks/7rqMFBawnvxyyj3nA1iaUV,7rqMFBawnvxyyj3nA1iaUV,0.0,False,7,0.334,-5.384,1,Shake It Off,37,,2014-10-27,0.165,160.078,4,6,spotify:track:7rqMFBawnvxyyj3nA1iaUV,0.942
152,0.0158,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/6jtyKhIG6rNbRcQQ5Pba3s,Taylor Swift,['JP'],0.653,1,207440,207440,0.893,False,https://api.spotify.com/v1/tracks/6jtyKhIG6rNbRcQQ5Pba3s,6jtyKhIG6rNbRcQQ5Pba3s,4.95e-05,False,0,0.102,-5.966,1,I Wish You Would,29,,2014-10-27,0.0538,118.035,4,7,spotify:track:6jtyKhIG6rNbRcQQ5Pba3s,0.513
153,0.0885,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/0BThmcV5jOQywT3aEX84zA,Taylor Swift,['JP'],0.646,1,211933,211933,0.794,False,https://api.spotify.com/v1/tracks/0BThmcV5jOQywT3aEX84zA,0BThmcV5jOQywT3aEX84zA,6.16e-06,False,7,0.201,-6.104,1,Bad Blood,39,,2014-10-27,0.19,170.216,4,8,spotify:track:0BThmcV5jOQywT3aEX84zA,0.287
154,0.0692,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/19xxRin5GXKV8e2zp9cnql,Taylor Swift,['JP'],0.55,1,220440,220440,0.688,False,https://api.spotify.com/v1/tracks/19xxRin5GXKV8e2zp9cnql,19xxRin5GXKV8e2zp9cnql,0.00144,False,8,0.106,-7.416,1,Wildest Dreams,30,,2014-10-27,0.0897,139.997,4,9,spotify:track:19xxRin5GXKV8e2zp9cnql,0.465
155,0.00364,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/0EZGm0wWm436S7t82JnIru,Taylor Swift,['JP'],0.765,1,247533,247533,0.656,False,https://api.spotify.com/v1/tracks/0EZGm0wWm436S7t82JnIru,0EZGm0wWm436S7t82JnIru,0.00868,False,5,0.0918,-6.112,1,How You Get The Girl,29,,2014-10-27,0.0504,119.997,4,10,spotify:track:0EZGm0wWm436S7t82JnIru,0.545
156,0.678,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/1ywjtMNVGNvyGfEk8AmaOm,Taylor Swift,['JP'],0.481,1,250093,250093,0.435,False,https://api.spotify.com/v1/tracks/1ywjtMNVGNvyGfEk8AmaOm,1ywjtMNVGNvyGfEk8AmaOm,0.0,False,4,0.0928,-8.795,1,This Love,29,,2014-10-27,0.0321,143.95,4,11,spotify:track:1ywjtMNVGNvyGfEk8AmaOm,0.107
157,0.245,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/5uPp8esLKE5c0YUiALBB2U,Taylor Swift,['JP'],0.602,1,195706,195707,0.755,False,https://api.spotify.com/v1/tracks/5uPp8esLKE5c0YUiALBB2U,5uPp8esLKE5c0YUiALBB2U,0.0,False,0,0.178,-4.991,1,I Know Places,28,,2014-10-27,0.071,159.965,4,12,spotify:track:5uPp8esLKE5c0YUiALBB2U,0.495
158,0.232,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/69eYqG5XzoqgsH12eEyVL1,Taylor Swift,['JP'],0.815,1,271000,271000,0.377,False,https://api.spotify.com/v1/tracks/69eYqG5XzoqgsH12eEyVL1,69eYqG5XzoqgsH12eEyVL1,0.0,False,4,0.1,-7.754,1,Clean,22,,2014-10-27,0.0346,103.97,4,13,spotify:track:69eYqG5XzoqgsH12eEyVL1,0.211
159,0.0493,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/0kNSWs0FONDMVNe1NWbwCK,Taylor Swift,['JP'],0.422,1,245560,245560,0.692,False,https://api.spotify.com/v1/tracks/0kNSWs0FONDMVNe1NWbwCK,0kNSWs0FONDMVNe1NWbwCK,2.57e-05,False,3,0.177,-5.447,1,Wonderland,25,,2014-10-27,0.0549,184.014,4,14,spotify:track:0kNSWs0FONDMVNe1NWbwCK,0.197
160,0.707,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/36Z0aDiYjvEE2Z1rdUcKG7,Taylor Swift,['JP'],0.474,1,267106,267107,0.48,False,https://api.spotify.com/v1/tracks/36Z0aDiYjvEE2Z1rdUcKG7,36Z0aDiYjvEE2Z1rdUcKG7,0.000108,False,2,0.0903,-8.894,1,You Are In Love,28,,2014-10-27,0.0622,170.109,4,15,spotify:track:36Z0aDiYjvEE2Z1rdUcKG7,0.319
161,0.00463,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/7ARgHV20qAFcy1UoNcaCB0,Taylor Swift,['JP'],0.633,1,230466,230467,0.889,False,https://api.spotify.com/v1/tracks/7ARgHV20qAFcy1UoNcaCB0,7ARgHV20qAFcy1UoNcaCB0,0.000458,False,5,0.0658,-5.87,1,New Romantics,39,,2014-10-27,0.0715,121.956,4,16,spotify:track:7ARgHV20qAFcy1UoNcaCB0,0.584
162,0.829,spotify:album:5LVuISYu2g4YbyxYhFPIbK,https://api.spotify.com/v1/audio-analysis/6maLH65ZFDDcGnXYTe9dkX,Taylor Swift,[],0.592,1,216333,216333,0.128,False,https://api.spotify.com/v1/tracks/6maLH65ZFDDcGnXYTe9dkX,6maLH65ZFDDcGnXYTe9dkX,0.0,False,9,0.527,-17.932,0,I Know Places - Voice Memo,0,,2014-10-27,0.589,78.828,4,17,spotify:track:6maLH65ZFDDcGnXYTe9dkX,0.15
